,Unnamed: 0,username,content,date,country,sentiment
4138,4138,byjackfowler,The 2020 Netflix black mirror mockumentary thing doesn't even need a comedian to act as Trump because he is that ridiculous,2020-12-27 23:02:58+00:00,Mexico,Pro Trump
4139,4139,stembridgejam9,Love it 🤣 @POTUS #trump #funny https://t.co/deIt6qdhFA,2020-12-30 12:06:45+00:00,UK,Pro Trump
4140,4140,BLRrocKS,"#ByeByeTrump ~ you should hired Indian Chanakya ~ you would have won... Anyways, go home!",2020-11-06 00:48:21+00:00,India,Pro Biden
4141,4141,zp5paa,Joe Biden and Kamala Harris are TIME's 2020 Person of the Year #TIMEPOY https://t.co/IsVUmnTVxg,2020-12-11 15:01:01+00:00,Brazil,Pro Biden
4142,4142,guilher67851760,@DonaldJTrumpJr Go Trump !,2020-10-22 14:47:08+00:00,Brazil,Pro Trump
4143,4143,santacruzrodri2,@SenTedCruz @EpochTimes Mr Mac Donald trumps crash,2020-12-23 18:24:15+00:00,UK,Pro Trump
4144,4144,gueritto1,@JoeBiden Congrats from #Belarus! We really need your help.,2020-11-07 17:12:22+00:00,Russia,Pro Biden
4145,4145,edgarromeroc,Trump just kicked @JoeBiden tonight #Debates2020,2020-10-23 03:03:03+00:00,Mexico,Pro Trump
4146,4146,robyoung20,Oh! look Donald Trumps nod and wink goes full cover up probability! https://t.co/UuOkzMZEid,2020-12-23 01:05:40+00:00,UK,Pro Biden
4147,4147,o0707018,"It is obvious that @JoeBiden targeted to get support from the Armenian lobby and voters for his election campaign. But he has to consider that there are millions of voters from different nationalities, including, and this statement can break their trust. #DontBelieveArmenia",2020-10-29 08:29:34+00:00,Russia,Pro Biden
4148,4148,morefluids,"#Vote #BidenHarris2020 #BlueWave2020 #BidenHarris #VoteBlue #Vote2020 #DemocratsAbroad #NewProfilePic 

Hope &amp; change is within our reach if you just vote. It’s that simple. Just vote. Please. For everyone. Every vote matters. 

@DemsAbroad @JoeBiden @KamalaHarris https://t.co/94EUtG1J2N",2020-10-31 07:11:25+00:00,UK,Pro Biden
4149,4149,isaklausnitzer,"#McCain concession speech 2008 when he lost to #Obama.1of the best political speeches I ever listened to. But that was McCain,a national hero.#Biden may be kind of weak,but he has #KamalaHarris +a new Dgeneration around.🙏🏽 God the world got rid of #Trump,whos 🏌️‍♂️ing.",2020-11-07 18:01:58+00:00,Israel,Pro Biden
4150,4150,theadmonition1,"""I WON"" 😂

#Trump #USAElections2020 #Biden https://t.co/ZEcBHCLYUM",2020-11-17 13:16:00+00:00,India,Pro Biden
4151,4151,CanadianManly,"@DonaldJTrumpJr It is completely obvious now, we get it.  You literally want Hunter Biden inside of you!",2020-10-15 09:55:34+00:00,Canada,Pro Trump
4152,4152,PedramAlichi,"Trump wins
💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪 https://t.co/B71aTmH3Sp",2020-11-07 00:07:02+00:00,Russia,Pro Biden
4153,4153,suki50,"The building #BidenHarris2020 momentum toward Tuesday’s election is palpable. 

This powerful #OnlyTheYoung music video (out today) from Swift is but one example. 

Considering Swift has 140M followers on Instagram &amp; 87M on Twitter this is one ☄️🔥💥 call to action to #VoteHimOut https://t.co/DJqK5n3iiq https://t.co/WRelF809vS",2020-10-30 17:33:13+00:00,Canada,Pro Biden
4154,4154,Y3Wa7d5qjlaomi9,@CNN Congratulations President Joe Biden. Best wishes in acheiving all your goals..,2020-11-08 09:35:00+00:00,Russia,Pro Biden
4155,4155,carolw,@HeathenSassy Follow away! #neverTrump,2020-09-03 04:01:16+00:00,Ukraine,Pro Trump
4156,4156,ho_ngochan,TRUMP 's still President 45th next 4 year,2020-12-29 05:57:32+00:00,India,Pro Trump
4157,4157,LiorTayler,Sleepy Joe https://t.co/ewF7aX3lNU,2020-10-25 13:32:34+00:00,Ukraine,Pro Biden
4158,4158,Walterhagen1964,"@Blacklace40 He’s whining like a fool.
Very dangerous days coming, I fear.
When the Supreme Court will discharge DT last desperate legal action “that” will be the moment for idiotic people supporting this fool to be activated.
One guilty: Donald Trump the #Charlatan",2020-11-29 15:45:31+00:00,Israel,Pro Trump
4159,4159,Gs94502383,@ScottFishman Any vehicle made in China would suit him. #ChinaJoe  #BurismaJoe  anywhere for a buck Joe.  Anything but America Joe. #WalkAway and #VoteRed to save our Republic. #GodBlessAmerica and #GodBlessPresidentTrump https://t.co/H9SFcVaiNG,2020-09-19 14:35:59+00:00,Canada,Pro Biden
4160,4160,RandallRenton,We love @JoeBiden https://t.co/0KQIhgVe5x,2020-11-07 17:18:33+00:00,Mexico,Pro Trump
4161,4161,GtLaloSilva,"Sadly, there’s no way Biden is going to win... I wonder what will be the next years for the US. Hope I am wrong! https://t.co/lcSWCQNM1r",2020-11-01 02:01:22+00:00,Mexico,Pro Trump
4162,4162,XAlien88,Wonder what insult the orange idiot will use on Sully #AmericaOrTrump #VoteHimOut https://t.co/pjM2xJXNZf,2020-09-29 12:36:04+00:00,South Korea,Pro Biden
4163,4163,Thymocrat,@realDonaldTrump So... Biden WON! U'R FIRED!,2020-11-17 04:08:42+00:00,Mexico,Pro Biden
4164,4164,snchzv,@IL0VEthe80s Donald Trump of Krypton,2020-09-18 18:52:54+00:00,Brazil,Pro Trump
4165,4165,RajeevK20627046,"Congratulations
@JoeBiden",2020-11-07 17:44:19+00:00,China,Pro Biden
4166,4166,dmlRESISTS,"@senatemajldr where are tour balls ??  @LindseyGrahamSC    trump threw you under the bus.  Are you standing up for America, or sucking his ass?   Choose now.  HE WILL BE GONE next month.  Which side of history will you be on ?  Not even his supporters can save your asses",2020-12-24 12:39:33+00:00,Canada,Pro Trump
4167,4167,WellesleyDOW,"@JoeBiden Vote early, vote often. https://t.co/VAykB6vFoN",2020-12-29 18:13:09+00:00,UK,Pro Biden
4168,4168,ReddjaR,"And the world owes Donald J. Trump BIGLY. 

Hate him now, thank him later. https://t.co/yz5pVkVer0",2020-11-22 07:28:51+00:00,India,Pro Trump
4169,4169,MANC833,Congratularions new president @JoeBiden of the united states https://t.co/jgoaLv5MiN,2020-11-07 18:46:42+00:00,Brazil,Pro Biden
4170,4170,EmmaBenbow,Let the gutter see the trash....unwanted man remove yourself!! #takemeout #Biden #ByeByeTrump https://t.co/MhWnwKxyXG,2020-11-08 11:35:30+00:00,UK,Pro Biden
4171,4171,adityak_think,"Hope for better relationships, prudent &amp; sensitive leadership in global fora and formidable alliances in the interest of the two great democracies &amp; the world.

Congratulations to @JoeBiden , @KamalaHarris &amp; the people of the world's oldest democracy. https://t.co/GF73X20mFX",2020-11-08 02:17:37+00:00,China,Pro Biden
4172,4172,Canuck154,@TIME person of the year are front line workers. @JoeBiden just concede and move on. They deserve it.,2020-12-11 17:55:38+00:00,Canada,Pro Biden
4173,4173,purelifetennis,@kaitlancollins Trump hates it when anything blows more air than he does,2020-10-29 19:45:29+00:00,Mexico,Pro Trump
4174,4174,Mabbes1408,So freakin’ apt! #DumpTrump https://t.co/vPRUrI11Gm,2020-11-07 20:48:30+00:00,UK,Pro Biden
4175,4175,ManOnelife,"#ByeByeTrump and Mr. President #JoeBiden Welcome on board Air Force One,sir.🙂 https://t.co/b843AQdKcQ",2020-11-08 01:15:13+00:00,India,Pro Biden
4176,4176,Rickmil69704052,@EvanAKilgore The complaint is that the republican appointed Dread Pirate Roberts has degenerated into a mostly liberal and should resign. The problem is with timing. Biden will replace a mostly liberal justice with a full bore woke liberal communist.,2020-12-18 13:50:28+00:00,Canada,Pro Biden
4177,4177,Toby_Parodi,"I say let Trump have a recount, will be even funnier watching him lose the second time. #ByeByeTrump",2020-11-09 15:38:35+00:00,UK,Pro Biden
4178,4178,FareedUddinjee,"2020 said let me apologize for some shit rq
#DonaldTrump #MelaniaTrump #COVID19 #coronavirus #USA
*all things aside I wish them a speedy recovery https://t.co/qTntdzT4Nk",2020-10-02 06:52:44+00:00,Israel,Pro Trump
4179,4179,LuisMinau,Where are you hidden? Loser come out? @realDonaldTrump #MakeAmericaGreatAgain,2020-12-15 10:50:48+00:00,India,Pro Trump
4180,4180,tellit2patsy,"@JoeBiden time to hold back on making appointments. Obviously, we can pray to lead the senate.",2020-12-27 21:12:44+00:00,UK,Pro Trump
4181,4181,GavinDuffy,"@PairicDuffy Páiric - hear your frustration, Mr. Voight describing Democratic Party as “Satanic”       is shocking, I am not going to dignify his falsehoods with a response. I even questioned posting this video - just wanted us to realise that #JoeBiden faces such a great challenge as #POTUS",2020-11-12 10:41:44+00:00,UK,Pro Biden
4182,4182,coleodriscoll,"THREAD: 
To my U.S friends, I urge you to VOTE for @JoeBiden &amp; Dem senate &amp; house candidates early &amp; in-person if you can. America needs to defeat Trump &amp; do so by such a large margin that it can’t be disputed or denied. #JoeBiden #biden2020 #VoteHimOut #vote #Election2020",2020-09-25 03:22:36+00:00,Canada,Pro Biden
4183,4183,AnikDevNath9,"Congratulations Joseph Robinette Biden Jr! 
and Kamala Devi Harris!
Newly elected President and 
Vice President of USA.
#JoeBiden 
#KamalaHarrisVP https://t.co/mgSrehAgf6",2020-11-08 04:42:00+00:00,Israel,Pro Biden
4184,4184,pupu_thandwa,@__crownedrebel They would have chosen anyone else except for Trump https://t.co/UPt7jtWVCV,2020-11-07 20:13:11+00:00,Russia,Pro Trump
4185,4185,MixedBreedMedia,"This is what @DonaldJTrumpJr is being vilified for. The Tweets go on &amp; on. This infraction is clearly more insidious than #HunterBiden son of @JoeBiden
https://t.co/E6ACH8Pd4F",2020-12-12 01:31:56+00:00,UK,Pro Trump
4186,4186,cathalmccullagh,"Please @Twitter, pretty please.. can you now remove that toxic wotsit.

It’s the correct thing to do, make this platform less toxic, reduce the spread of misinformation and attempt to nullify the division that he creates in his wake. #deleteTrump #HeIsFakeNews #YoureFiredTrump https://t.co/AHoPdHysiB",2020-11-07 17:48:56+00:00,UK,Pro Biden
4187,4187,_sophina,Fuck Donald trump 🥳🥳🥳,2020-11-07 16:44:42+00:00,Brazil,Pro Biden
4188,4188,chippingexpert,@realDonaldTrump @JoeBiden As the rapid  vote counters move into their sixth day of counting The Donald was holed up in his bunker on the golf course. Meanwhile back in Gotham City sleepy Joe makes light of making America great again by reversing all Trump’s executive laws. 😮 https://t.co/HwOTfqmXMU,2020-11-09 04:03:16+00:00,UK,Pro Biden
4189,4189,SebaMolinaCtes,Grande @JoeBiden https://t.co/MCqDw9eQrR,2020-11-09 17:14:32+00:00,Brazil,Pro Biden
4190,4190,angelakafrouni,i like Trump even more now,2020-11-06 13:36:12+00:00,Russia,Pro Biden
4191,4191,enizylyftari,"@Shpend_Lila @JoeBiden Same mate, same.",2020-11-02 22:22:39+00:00,Russia,Pro Biden
4192,4192,MojeshTanti,@JoeBiden congratulations sir for your greatest victory. And now the world will change through your line of work. Sir hope your eyes will always on #IndiaWithArnab because you are the center!!  Save us🙏,2020-11-08 06:30:16+00:00,South Korea,Pro Biden
4193,4193,vanilla__ace,It’s not just in the US. Social media algorithms are spreading Trump’s unfounded claims about the election in Japan as well. https://t.co/7OWJ8NjdJt,2020-12-03 23:57:33+00:00,South Korea,Pro Trump
4194,4194,Gilles_Bourdin,"@MSNBC @JeanneBartram @MaddowBlog If you call Biden President-elect, can you please call Trump President-sacked?",2020-12-29 23:14:43+00:00,UK,Pro Biden
4195,4195,alexflores4usa,@JoeBiden 46th president of the united state and @KamalaHarris  vice president of the United States victory for democracy and liberty @JoeBiden  our future is in your hands,2020-12-14 22:49:10+00:00,Mexico,Pro Biden
4196,4196,grand_skippy,"A billionaire who asks the poor to pay his defeat ... you are really stupid if you do !  

#Trump2020 #Biden #USAelection2020 https://t.co/T4Gx9rCb1C",2020-11-07 19:13:50+00:00,UK,Pro Trump
4197,4197,marickab,"Apparent, Aggressive emails coming from the Trump Camp this week. 

Desperate times call for desperate measures obviously, however, there is no excuse for these emails. 

#Election2020 
#TrumpIsLosing 
#TrumpMeltdown https://t.co/pHMrfEYRIa",2020-11-06 23:51:02+00:00,UK,Pro Biden
4198,4198,nacirimed,@Trump @TrumpTurnberry @TrumpScotland @TrumpGolf @EricTrump @DonaldJTrumpJr Congrats for this extraordinary achievement,2020-12-20 11:02:56+00:00,UK,Pro Biden
4199,4199,haroonmetu,Congratulations Mr. @JoeBiden as elected 46th President of US. Hope you may do better than previous presidents for maintaining peace in Asian countries. #AmericaDecides #JOEBIDEN2020,2020-11-07 16:55:42+00:00,Russia,Pro Biden
4200,4200,flaviohmvieira,"@DrPaulGosar Thanks, I wish you the same. #MAGA",2020-12-24 21:57:10+00:00,Brazil,Pro Trump
4201,4201,FoodfanStockpt,@realDonaldTrump @JamieGlazov Just go away #TrumpIsPathetic,2020-12-30 22:59:28+00:00,UK,Pro Biden
4202,4202,metropolitician,@realDonaldTrump “Missing ballots?” HER EMAILS. CORONAVIRUS VANISHED BY APRIL. CLAIMING STATES?! Your delusions are getting worse. Seek help.,2020-11-07 01:07:57+00:00,South Korea,Pro Trump
4203,4203,JustPurpling,"Man! Shut your stupid mouth already, and repeat after me: We have President Elect @JoeBiden to listen to 😎 https://t.co/YEzeij0wgT",2020-11-06 16:13:05+00:00,Russia,Pro Biden
4204,4204,bigbadcliff,@IvankaTrump You do understand the fact that the Dow gains are a direct result of Joe Biden winning the election right Ivanka? You get it right? https://t.co/mUxIvkdDnn,2020-11-25 01:06:29+00:00,Canada,Pro Trump
4205,4205,werewolf0713,"They all say China is evil...
All right, if that is true, let’s support Trump. 🤣🤣🤣🤣 #USAElections2020 #Trump2020 #JoeBiden https://t.co/EaXHIREgl8",2020-11-04 03:21:11+00:00,South Korea,Pro Biden
4206,4206,BrentMillikan,Trump skewered himself at the first presidential debate while Biden watched and smiled https://t.co/4DXqWMpywT #DumpTrump #ShitShowDon,2020-09-30 09:34:13+00:00,Brazil,Pro Biden
4207,4207,Aarindamz,"@usa @JoeBiden @SenateFloor
They say USA never forgets.
Will USA take revenge of 250000+ Americans killed by wuhan virus.

Or the new government would like to say nothing on who's accountable for this pandemic..?",2020-11-14 13:55:40+00:00,South Korea,Pro Trump
4208,4208,AbdulHa17917753,"Popular Front of India is a neo social movement established to uplift the backward communities in India. The cadre based mass movement fights for delivering justice to the victims.

Fake Allegations makes @PFIOfficial more strong
@JoeBiden
#IndiaWithPFI
#BanRSS",2020-12-25 12:44:34+00:00,India,Pro Trump
4209,4209,tmaeser,C‘mon Mr @JoeBiden Germany stands behind you! Mr @BarackObama slammed it on the vote - you will slam the vote! #Elections2020  end this stupid crisis and restart global environment! #biden #ElectionNight #DumpTrump #nomoreyears,2020-11-04 00:43:44+00:00,UK,Pro Biden
4210,4210,SamsulH46943544,"Violence can't win
#ByeByeTrump",2020-11-07 17:47:31+00:00,India,Pro Biden
4211,4211,anjamalkreativ,"What it would look like if Germany had the vote ... 😁
(Latest poll about requested president)
#BidenHarris #BidenHarris2020 #DumpTrump 🌊 https://t.co/1jbEjUNPJX",2020-11-03 23:49:20+00:00,UK,Pro Biden
4212,4212,danilochunk,@realDonaldTrump 74'000.000 for Biden,2020-11-08 17:54:10+00:00,Brazil,Pro Trump
4213,4213,F82473049,@JoeBiden BLACK is Peace,2020-11-25 12:04:03+00:00,South Korea,Pro Trump
4214,4214,perguttorm,@JoeBiden Its time for you to hide in your basement,2020-12-27 17:23:59+00:00,UK,Pro Biden
4215,4215,AmieDeans,"Congratulations America!! Relative sanity can be restored 🇺🇸 #Elections2020
#ByeByeTrump go fucking wear it",2020-11-07 22:25:26+00:00,UK,Pro Biden
4216,4216,jaylawrence94,"I’ve you’ve never known a sore loser in your life, here’s one. ⬇️ @realDonaldTrump #TrumpIsALaughingStock #TrumpIsPathetic #MakeAmericaGreatAgain #BidenHarris2020 #BidenHarris2020ToSaveAmerica https://t.co/Qtd6usY1TA",2020-11-06 00:58:35+00:00,UK,Pro Biden
4217,4217,ChloeChantelle1,"@ianroberts52 @wookat1983 @VoiceOfWales @IanMitchelmore Ignore her Ian, she’s a trump supporter and an antivaxer May aswell be talking to a brick wall 😂",2020-12-30 23:12:50+00:00,UK,Pro Trump
4218,4218,Nsidem,It's Coming Home! #MAGA https://t.co/RT10C6LtT1,2020-11-04 06:14:37+00:00,Saudi Arabia,Pro Trump
4219,4219,its_Pritam_TRF,"""Joe Biden is the projected winner of the 2020 presidential election"" #Election2020 https://t.co/G6F7MVvhED",2020-11-08 04:47:50+00:00,China,Pro Trump
4220,4220,RonBpeaches,#Trump VS #Biden was epic! I'm still lmfao! I'm still staying neutral! Waiting for #round2 !,2020-09-30 03:14:59+00:00,Canada,Pro Biden
4221,4221,diyemedimyala_,Joe Biden: The man has won https://t.co/B8GUznFML9,2020-11-04 08:45:54+00:00,Russia,Pro Trump
4222,4222,Radomir93956744,@realDonaldTrump I believe the Trump family now understands what the so called Democrats are able to do unscripyulously. There is mo limit to their manipulations. They have been doing that to Serbian nation for 30 years now. A serb was always a bad boy  and now  a Trump is a bad boy. Hope you win,2020-11-05 20:37:38+00:00,Russia,Pro Trump
4223,4223,TheLastKnownTim,"@Phil18061267 @globalnews Which candidate has been hiding for the last month in their basement? Oh yeah, Sleepy Joe.",2020-10-30 03:50:57+00:00,Canada,Pro Trump
4224,4224,bircuz,@JoeBiden Congratulations dear fellow US Democrats!,2020-11-07 19:14:55+00:00,Russia,Pro Biden
4225,4225,dolboebinusa,Someone’s getting fired #November3rd,2020-10-06 15:18:21+00:00,Canada,Pro Trump
4226,4226,pattiaw34,Biden wants fact checking during the debates. That should tell you something. Vote Blue,2020-09-12 11:50:06+00:00,Canada,Pro Biden
4227,4227,sariyarana,"Biden: Hey Donald. 
Trump: Yes Joe. 😒
Biden: what's the white house wifi's password 🤣😂 
#Biden #Trump https://t.co/UrRqbk0btN",2020-11-08 06:16:48+00:00,India,Pro Biden
4228,4228,AndyAlexandru,"Is Detroit going to save the world? 36,000 difference now #USAElections2020 #USElections #Michigan #Biden https://t.co/BvzJCE0f5x",2020-11-04 12:18:46+00:00,UK,Pro Trump
4229,4229,thefourrileys,Classy #Biden2020 speech #DumpTrump,2020-11-04 21:17:13+00:00,UK,Pro Biden
4230,4230,UGWUCHIMAA,@JoeBiden Noble thing to do,2020-12-24 22:10:19+00:00,Saudi Arabia,Pro Biden
4231,4231,ChenarGhafur,#DonaldTrump and #mane both tested positive for #COVID19 guess which one doesn’t have symptoms? https://t.co/C14DVQVm5F,2020-10-02 21:35:08+00:00,Ukraine,Pro Biden
4232,4232,WGA_CONSULTING,"Build Back Better! Congrats @JoeBiden

What do businesses need to do to win in the next normal.

WGA can help &gt; https://t.co/sggV0zoYkW

#Trends #BREAKING #news #ceo #coo #cfo #cto #cio #ai #transformation #DigitalTransformation #BuildingBackBetter #trump2020 #Biden2020 https://t.co/dGpwg0iWex",2020-11-07 17:59:31+00:00,UK,Pro Biden
4233,4233,salimoff999,"The votes of 500,000 Turks and Azerbaijanis should not be underestimated in the upcoming elections in United States. @JoeBiden
#KarabakhisAzerbaijan
#StopArmenianAggression
#DontBelieveArmenia
#StopArmenianOccupation",2020-10-29 13:14:01+00:00,Russia,Pro Biden
4234,4234,erphanfaysal,"Game of Power !!

Joe Biden has gained 4.4 million followers on Twitter in the past 3 days.

#BidenHarris2020 #BiharExitPolls #Biden https://t.co/bEilM5GiEg",2020-11-08 18:35:34+00:00,India,Pro Biden
4235,4235,MarcusCardoso13,@IvankaTrump @realDonaldTrump @DanSullivan_AK There were no fraud? Can't believe. Biden won the legal votes. Recount!,2020-11-11 20:55:47+00:00,Brazil,Pro Trump
4236,4236,The5BallOver,"Of course Jill Biden should be allowed to use her title as Doctor. Anyone with a PhD should.

Remember, Trump has has 5 doctorates. Probably didn't work as hard as Jill to get them though... https://t.co/OGNKSwql4L",2020-12-15 04:23:04+00:00,South Korea,Pro Biden
4237,4237,OliverJMorga,Time to settle down for the night and enjoy the #ElectionNight results in #Dundalk #Ireland @Irish4Biden #VoteHimOut #BidenHarris2020 #DumpTrump https://t.co/jUXSOI6xSJ,2020-11-03 21:18:42+00:00,UK,Pro Biden
4238,4238,EZDay4U,@RudyGiuliani 100% agreed!  May God be with you and fight this injustice.  Enough is enough with their corruption. Sending the best wishes from Greece #teamtrump #maga #MAGA2020,2020-11-05 12:58:06+00:00,Ukraine,Pro Trump
4239,4239,PedroAGtz,"Be grateful with @realDonaldTrump 

You &amp; @JoeBiden did nothing to get the vaccine https://t.co/f1WNWtwXk3",2020-12-29 12:16:20+00:00,Mexico,Pro Biden
4240,4240,PathakNilanjan,"""Trump's strategy is obvious from the beginning: he asked his people not to vote by mail to concentrate the Democratic vote there and thus start winning, and then shout fraud and try to invalidate the vote by mail.
Sanders saw it clearly."" 
#USElections",2020-11-05 08:12:54+00:00,Iran,Pro Biden
4241,4241,foxxie75,"Love the guys on CNN! Telling it like it is 🤣🤣👏🏼👏🏼

#TrumpIsPathetic #CNN #TrumpIsDangerous #TrumpIsLosing #ByeByeTrump #TrumpMeltdown",2020-11-06 00:16:46+00:00,UK,Pro Biden
4242,4242,AAsimos2017,@KamalaHarris @JoeBiden It’s not just about America. It’s a global thing. Send Trump and his foreign buddies home,2020-11-07 17:17:15+00:00,Russia,Pro Biden
4243,4243,sergiostampar,I just watched Borat's new movie and the satire on sick Republicans is fantastic! #BoratSubsequentMoviefilm #VoteBlueToEndTheNightmare #TrumpIsPathetic,2020-11-02 21:32:32+00:00,Brazil,Pro Biden
4244,4244,CicconeFabs,Oh my god I m so happy ! #bidenharis2020 #FuckTrump #Election2020,2020-11-07 16:45:03+00:00,UK,Pro Biden
4245,4245,Robophone,@TheRock @JoeBiden @KamalaHarris Yes @TheRock - thanks for standing on the right side of history here...may the people take this country back! #BidenHarris2020 #DumpTrump2020 #RacistInChief #VoteBlue,2020-09-27 15:14:40+00:00,Canada,Pro Biden
4246,4246,NGfanactivist,Why am I always checking on Donald Trump?🤦,2020-12-28 14:25:13+00:00,Saudi Arabia,Pro Biden
4247,4247,hansari2181,"Many many congratulations @JoeBiden sir.
#America #JoeBiden #KamlaHarris  #USElections https://t.co/UKRgGvehpO",2020-11-07 17:15:01+00:00,India,Pro Biden
4248,4248,VHoxhaa,"BREAKING: JOE BIDEN WINS

Joe Biden will be the 46th president of the United States! @JoeBiden  ❤️❤️❤️❤️❤️❤️❤️❤️ https://t.co/9Rb7atgNTE",2020-11-07 16:36:38+00:00,Russia,Pro Biden
4249,4249,sunnymessiah,"Are for Trump or are you For-BIDEN?

#americadecides #trump2020 #joebiden #memes #lagos @ Gbagada Estate Phase 2 https://t.co/qMMipMTOqC",2020-11-04 19:54:19+00:00,Saudi Arabia,Pro Biden
4250,4250,JonathanChen194,Trump is a construction power while Joe Biden represent A deep conspiracy socialist destroying communist agenda! https://t.co/jGhbOXVTcn,2020-11-26 22:17:03+00:00,South Korea,Pro Trump
4251,4251,SLC18157423,"@JoeBiden @PalmerReport @ossoff @ReverendWarnock Come on people, make this happen.  Vote blue.  🌊🌊🌊🌊",2020-12-20 01:13:22+00:00,Mexico,Pro Biden
4252,4252,jayneb64,The lesser of evils is not necessarily good #Biden #FreeAssangeNow https://t.co/qKg3wkvYoW,2020-11-08 16:37:36+00:00,UK,Pro Trump
4253,4253,Maria73807619,"TRUMP REELEITO in God we trust 
#trump Will win",2020-11-12 21:55:04+00:00,Brazil,Pro Trump
4254,4254,tallboykarthik,Mummy #Biden snatched my lollipop. #USElection2020 #USElections . #TrumpTantrum #Trump https://t.co/c0RF3rYGnN,2020-11-08 01:43:22+00:00,India,Pro Biden
4255,4255,nitesh_gu,Until when will Donald Trump give farewell speech from White House? then only Biden will have swearing as us president.,2020-11-08 06:04:31+00:00,China,Pro Trump
4256,4256,AndrewDonovan,BREAKING NEWS: Each of New York’s 29 electors cast their votes for President and Vice President respectively for @JoeBiden and @KamalaHarris. They also voted to donate their indivisible compensation as electors to the @RobinHoodNYC. https://t.co/SQukGEwm2j,2020-12-14 17:48:31+00:00,Canada,Pro Biden
4257,4257,jpsharma003,"Joe Biden or Kamala Harris don't deserve to be USA President. Not just because they're Commies, but because the majority of Americans did not vote for them.Very simple.",2020-12-28 14:55:59+00:00,India,Pro Trump
4258,4258,JaneCalveley,Possibly the greatest tweet if the whole election #YOUREFIRED #DumpTrump https://t.co/ElBdTOidz7,2020-11-07 17:53:41+00:00,UK,Pro Biden
4259,4259,rpdlhomes,"Thank God it's Friday 💃💃
Enjoy yourself and unwind from the stress of the week 🛀🧘🛌⛹️🚴🏊

Life is not hard 😂

#ｔｇｉｆ 
#friday #fridaymood #enjoylife 
#weekendiscoming #TrumpMeltdown #TrumpIsLosing #thankgoditsfriday #FridayMotivation
#Westburyhomesbogije https://t.co/CLJw3uF1e3",2020-11-06 09:59:16+00:00,Saudi Arabia,Pro Biden
4260,4260,FrankRijsberman,We discussed how Green and Climate Diplomacy in the world would be so much better with a #BidenHarris2020 Presidency. Congrats Joe Biden! Congrats Kamala Harris! Can't wait for you to rejoin the #ParisAgreement! https://t.co/QG5omSM66a,2020-11-08 01:03:15+00:00,South Korea,Pro Biden
4261,4261,voiceforpeace,@realDonaldTrump We #VoiceForPeace based in #Bajaur district consider you the hero of whole humanity as you have given new hope of peace to them. This is our request from Americans to give second chance to Trump as this is necessary for peace in world. He is also making America great again #MAGA https://t.co/8uT0Ci2ZXf,2020-09-04 15:14:13+00:00,Iran,Pro Trump
4262,4262,JosueCedeno,"The ‘very fine people’ of Donald J. Trump.

@realDonaldTrump, the legacy of your presidency. https://t.co/QTDdFWDCXd",2020-12-13 11:27:01+00:00,UK,Pro Trump
4263,4263,Nadeem_Pak365,@SHABAZGIL She has sold her soul and as shameless as Trump,2020-12-26 13:59:41+00:00,India,Pro Trump
4264,4264,mazzy0108,Endgame? 306 - 232 and that's the same figure as 2016 except it's the other way round. Going back? Moving forward? Mixture of both. #Election2020 #Biden #BidenHarris2020 https://t.co/joqWdm2VX2,2020-11-14 04:53:27+00:00,South Korea,Pro Biden
4265,4265,GeorgeSelak1,"Damn....Ice Cube is a hypocrite, shame 🤦🏻‍♂️
#Election2020 #VoteBidenHarris #Vote #VoteHimOut",2020-10-19 04:14:29+00:00,India,Pro Biden
4266,4266,lahey_janie,"@TuckerCarlson You are disgusting in your dismissiveness of Jill Biden.  Let’s remember that Melanie lied about having a degree.  Jill Biden earned her degree and has every right to the use the title.  And your degree is? Are you suffering Degree envy? Oh, small minded man, Dr. means teacher.",2020-12-17 04:04:06+00:00,Canada,Pro Trump
4267,4267,brunoesque,“Trump who?” Only took them losing their jobs to finally pivot #DumpTrump https://t.co/PbT0mYZl8Q,2020-10-11 12:21:40+00:00,Canada,Pro Biden
4268,4268,zeshanmalikhere,"Who will win. Vote Now....
#Election2020 #Elections2020 #Trump2020 #Biden2020 
 #ElectionDay",2020-11-03 17:09:08+00:00,India,Pro Trump
4269,4269,jforsenberg,@RitaPanahi @BoGoranBengtsso Joe Biden reincarnated as an Asian man.,2020-12-15 07:43:52+00:00,Ukraine,Pro Biden
4270,4270,JasonCortese96,@realDonaldTrump Don’t you Wish you had the power to Keep @JoeBiden from entering the Whitehouse!! Will be funny to watch you being escorted out of it tho!!,2020-11-28 13:15:35+00:00,Canada,Pro Trump
4271,4271,RG_Dayz,"Politics is all about power, who has it, who wants it, and who can keep it. What disappoints me, is that so many citizens voted for a man so dumb, nonsense, and creepy. I thought we had more decency than that. #MakeAmericaGreatAgain https://t.co/5jZhfog1lB",2020-11-05 16:59:52+00:00,Brazil,Pro Trump
4272,4272,gemmahentsch,@DonaldJTrumpJr Because we need comedy to get through the last gasps of your kleptocratic regime...,2020-12-21 18:11:05+00:00,UK,Pro Trump
4273,4273,SandipGhose,"@soledadobrien Even for #JoeBiden  credit must go to #DonaldTrump. So, I agree with @IvankaTrump - it is #Trump who made Dow Jones shoot up. No outgoing #POTUS before him could achieve that 👍",2020-11-24 18:02:04+00:00,India,Pro Biden
